id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1464030543402708992,1464030543402708992,2021-11-25 19:37:36 EST,2021-11-25,19:37:36,-0500,1346661512639893505,amaabpllc,theblej,,"Listening to my family talking about taking a cocktail of booster shots is making me irate.   I said maybe try trusting your own immunity and all I got was mutiny.   Love my family, but the ignorance is significant.",en,[],[],[],0,0,0,[],[],https://twitter.com/amaabpllc/status/1464030543402708992,False,,0,,,,,,,,[],,,,
1464030502780866561,1463959290184622081,2021-11-25 19:37:26 EST,2021-11-25,19:37:26,-0500,312218973,nhlobstah,VesperMartini,,@Cabal_Educator Get better soon! I was supposed to get my booster a few weeks ago but opted just for the flu shot because my whole family was covid positive and I needed to be there for them and not feel the effects of the covid booster myself.,en,[],[],[],0,0,1,[],[],https://twitter.com/NHlobstah/status/1464030502780866561,False,,0,,,,,,,,"[{'screen_name': 'Cabal_Educator', 'name': 'Kimberly Blodgett', 'id': '3138425305'}]",,,,
1464030489841479683,1464030489841479683,2021-11-25 19:37:23 EST,2021-11-25,19:37:23,-0500,1456469308989661196,sageisgolden,Sage sees harry in 3 days!!,,my booster shot put me on my ASS holy shit,en,[],[],[],0,0,0,[],[],https://twitter.com/sageisgolden/status/1464030489841479683,False,,0,,,,,,,,[],,,,
1464030477451505668,1463880633659310088,2021-11-25 19:37:20 EST,2021-11-25,19:37:20,-0500,1375856774868271113,nolalady6,NOLA Lady,,"@sarahkhan557 Yes, I wear it in stores. Not too much at work any more. I’ve had my third shot, the booster.",en,[],[],[],0,0,0,[],[],https://twitter.com/NOLALady6/status/1464030477451505668,False,,0,,,,,,,,"[{'screen_name': 'sarahkhan557', 'name': 'Sarah Khan', 'id': '1399952341990739971'}]",,,,
1464030355065823233,1463999035317137408,2021-11-25 19:36:51 EST,2021-11-25,19:36:51,-0500,1409700955692703744,itsdug,itsdug,,@nypost Hope he's had his booster shot.,en,[],[],[],0,0,0,[],[],https://twitter.com/itsdug/status/1464030355065823233,False,,0,,,,,,,,"[{'screen_name': 'nypost', 'name': 'New York Post', 'id': '17469289'}]",,,,
1464030313701543938,1463968065704521764,2021-11-25 19:36:41 EST,2021-11-25,19:36:41,-0500,448545372,stuartsmith43,Stuart a perfect isolationist,,"@max_tweedie I will be due for booster shot January 6, 6 months after 2nd shot in July. I was sent a letter then, do we still get a letter or self book?",en,[],[],[],1,0,0,[],[],https://twitter.com/StuartSmith43/status/1464030313701543938,False,,0,,,,,,,,"[{'screen_name': 'max_tweedie', 'name': 'Vax Tweedie 💉🏳️\u200d🌈', 'id': '1034586379861155841'}]",,,,
1464030247582535684,1464030247582535684,2021-11-25 19:36:26 EST,2021-11-25,19:36:26,-0500,1052712252380303366,grantseton,Grant Seton,,"Been 6 months since 2nd jab.  Was a big waste of my time today, was told I could get my booster shot, went online, form says I could, arrived at clinic with booking, was told I had to see my GP first for confirmation that I could get one, GP not available.  GS  Cc @raising5girls",en,"[{'screen_name': 'raising5girls', 'name': 'anna lorck', 'id': '127124247'}]",[],[],0,0,0,[],[],https://twitter.com/GrantSeton/status/1464030247582535684,False,,0,,,,,,,,[],,,,
1464030211721220103,1463631551938236422,2021-11-25 19:36:17 EST,2021-11-25,19:36:17,-0500,47264567,gardenparty69,Tiffany Ropes,,@CloudButt3rfly @vanbadham I’ve been keeping an eye on Israel having one of the highest vax rates in the world. They are now in talks about giving the 4th booster shot as they have experienced surges in hospitalizations and deaths amongst the vaccinated,en,[],[],[],0,0,0,[],[],https://twitter.com/gardenparty69/status/1464030211721220103,False,,0,,,,,,,,"[{'screen_name': 'CloudButt3rfly', 'name': 'Yandicat', 'id': '1422034578'}, {'screen_name': 'vanbadham', 'name': 'Van Badham', 'id': '33216799'}]",,,,
1464030153995137028,1464030153995137028,2021-11-25 19:36:03 EST,2021-11-25,19:36:03,-0500,44835347,theprojecttv,The Project,,"Letters will be mailed out to every Australian household urging residents to get their COVID-19 booster shot as soon as they are eligible, the prime minister has confirmed.  MORE:  https://t.co/aGU4w3YPnO  https://t.co/PYUZukDzjq",en,[],['https://fal.cn/3k8Jw'],['https://pbs.twimg.com/media/FFFHqjHWQAg760H.jpg'],0,1,4,[],[],https://twitter.com/theprojecttv/status/1464030153995137028,False,,1,https://pbs.twimg.com/media/FFFHqjHWQAg760H.jpg,,,,,,,[],,,,
1464030142540529670,1464011002098425859,2021-11-25 19:36:01 EST,2021-11-25,19:36:01,-0500,311746040,spacemanhardy,Spaceman **GET YOUR BOOSTER SHOT** Hardy,,@KentaroPJJ Sidon!,es,[],[],[],0,0,0,[],[],https://twitter.com/SpacemanHardy/status/1464030142540529670,False,,0,,,,,,,,"[{'screen_name': 'KentaroPJJ', 'name': 'James Valle @ Anime Frontier', 'id': '75225876'}]",,,,
1464030083690205191,1463894309133033480,2021-11-25 19:35:46 EST,2021-11-25,19:35:46,-0500,603923366,ntropy99,JWilson,,"@drw909 @TurtleHerderTEB @MeauxDawn @SheriAWilkinson Moderna booster - so far, all day. Got the shot at 4 PM and at 4 AM I started with the shakes, similar timing to the 2nd shot.",en,[],[],[],0,0,0,[],[],https://twitter.com/ntropy99/status/1464030083690205191,False,,0,,,,,,,,"[{'screen_name': 'drw909', 'name': 'Reality2', 'id': '805166239416979456'}, {'screen_name': 'TurtleHerderTEB', 'name': 'T.E.B.', 'id': '927259896315293696'}, {'screen_name': 'MeauxDawn', 'name': 'Dr Meaux Dawn Lee', 'id': '1306605448427188232'}, {'screen_name': 'SheriAWilkinson', 'name': 'Sheri Wilkinson', 'id': '101051273'}]",,,,
1464029904916426755,1464029904916426755,2021-11-25 19:35:04 EST,2021-11-25,19:35:04,-0500,170058906,xman199,Jamie Bickling,,How many shots are vaccinated going to get.  every time covid mutates you're gonna have to get a a booster shot so how many booster shots are you going to get in 2022 so you live. Sooner or later your immune system will reject the vaccine. Then what?,en,[],[],[],0,0,0,[],[],https://twitter.com/xman199/status/1464029904916426755,False,,0,,,,,,,,[],,,,
1464029780643389442,1464029780643389442,2021-11-25 19:34:34 EST,2021-11-25,19:34:34,-0500,1538783557,rapperviper,Viper,,"4D221.6 TheanTichrisT-666USGOV Now Gives A 3rd,4th,5Th Then Unlimited # of Covid Booster Shots Because TheanTichrisT Loves That Each Shot Contains A New Murdered Child JESUS Wont Allow TheCovidVaccinated To Murder Unlimited Children So He Returns When 1st Child 12 Gets Covid Shot  https://t.co/Ea6NPUv5O2",en,[],[],['https://pbs.twimg.com/media/FFFHU6_XMAIg6UG.jpg'],0,1,0,[],[],https://twitter.com/RapperViper/status/1464029780643389442,False,,1,https://pbs.twimg.com/media/FFFHU6_XMAIg6UG.jpg,,,,,,,[],,,,
1464029763983527942,1464029763983527942,2021-11-25 19:34:30 EST,2021-11-25,19:34:30,-0500,1430710935644147714,michael49062342,Michael,,"Booster shot makes pregnant lady ""hotter""...but it makes her baby deader.  https://t.co/NM5hd1OWF4 via @BitChute",en,"[{'screen_name': 'bitchute', 'name': 'bitchute', 'id': '1364642249577963523'}]",['https://chute.rocks/3SvxEeGRhSn1'],[],0,1,0,[],[],https://twitter.com/Michael49062342/status/1464029763983527942,False,,0,,,,,,,,[],,,,
1464029519501791236,1464028654384697348,2021-11-25 19:33:32 EST,2021-11-25,19:33:32,-0500,1252729731977486336,bruceretza,Bruce Retza,,@wkyc Hurry go get 10 more shots and another booster that doesn't work,en,[],[],[],0,0,0,[],[],https://twitter.com/BruceRetza/status/1464029519501791236,False,,0,,,,,,,,"[{'screen_name': 'wkyc', 'name': 'WKYC 3News', 'id': '14296548'}]",,,,
1464029467265830919,1464029467265830919,2021-11-25 19:33:20 EST,2021-11-25,19:33:20,-0500,38111033,paolylo,Pao Carbonell,,"The clusterfuck of having the Parañaque LGU booster shot site literally a block away from the ICTSI Vaccination Site... way too many cars going to ICTSI and coming back out to the road because they made a mistake. It pays to wake up early, ""booster"" done in 10 minutes.",en,[],[],[],0,0,0,[],[],https://twitter.com/paolylo/status/1464029467265830919,False,,0,,,,,,,,[],,,,
1464029368414580736,1463894309133033480,2021-11-25 19:32:56 EST,2021-11-25,19:32:56,-0500,189414382,laikaslost,laikaslost 🌺💮🦄,,"@SheriAWilkinson @JamesMa96163439 The second shot was one of the worst feelings of my life, felt like I was on fire.   just got my third booster not long ago, knowing full well how much it'll hurt  Don't worry, it'll pass",en,[],[],[],0,0,0,[],[],https://twitter.com/LaikasLost/status/1464029368414580736,False,,0,,,,,,,,"[{'screen_name': 'SheriAWilkinson', 'name': 'Sheri Wilkinson', 'id': '101051273'}, {'screen_name': 'JamesMa96163439', 'name': 'James Madison. U.S. Veteran For Peace', 'id': '1101558181568733184'}]",,,,
1464029295991427087,1464023049234124801,2021-11-25 19:32:39 EST,2021-11-25,19:32:39,-0500,266987043,heartaglow,Maggie Murphy,,"3/ I quote #PHAC @GovCanHealth #NACI statement Nov 5/21: Guidance on C-19 Booster shot: ""delaying the booster dose will increase the period during which individuals may have reduced protection against SARS-CoV-2 infection""  https://t.co/i9SPLA6S0l",en,"[{'screen_name': 'govcanhealth', 'name': 'health canada and phac', 'id': '36375825'}]",['https://www.canada.ca/en/sr/srb.html?q=covid+booster+shots&wb-srch-sub='],[],0,0,0,"['phac', 'naci']",[],https://twitter.com/HeartAGlow/status/1464029295991427087,False,,0,,,,,,,,[],,,,
1464029262965612544,1464027723873996804,2021-11-25 19:32:31 EST,2021-11-25,19:32:31,-0500,1383997514114748416,skilliterstan,Graham Skilliter Stan,,"@simpforprog Oh my god me too. I got my booster shot the other day and I had chills the whole night afterwards, it was horrible.",en,[],[],[],1,0,0,[],[],https://twitter.com/SkilliterStan/status/1464029262965612544,False,,0,,,,,,,,"[{'screen_name': 'simpforprog', 'name': 'opossum person', 'id': '2699954779'}]",,,,
1464029083189198851,1463943071343722499,2021-11-25 19:31:48 EST,2021-11-25,19:31:48,-0500,1427466074002362369,sandrorubelli,SandroRubelli,,@chief_2003 @Anonymoose_V @NightTalkers @latimes If idiots like you got the vaccine we’d reach herd immunity and won’t need anymore booster shots,en,[],[],[],0,0,0,[],[],https://twitter.com/SandroRubelli/status/1464029083189198851,False,,0,,,,,,,,"[{'screen_name': 'chief_2003', 'name': 'Retired Chief 2003', 'id': '1461851635857039364'}, {'screen_name': 'Anonymoose_V', 'name': 'V', 'id': '2196177523'}, {'screen_name': 'NightTalkers', 'name': 'Joe&Sandy', 'id': '3062003174'}, {'screen_name': 'latimes', 'name': 'Los Angeles Times', 'id': '16664681'}]",,,,
1464029067750092807,1464029067750092807,2021-11-25 19:31:44 EST,2021-11-25,19:31:44,-0500,1431700566720270338,georges87800705,georgiebaines,,"Top 5 Reasons NOT to Get a Covid Booster Shot, Ever  https://t.co/MUgxE5h7kY",en,[],['https://noqreport.com/2021/11/25/top-5-reasons-not-to-get-a-covid-booster-shot-ever/'],[],0,0,0,[],[],https://twitter.com/GeorgeS87800705/status/1464029067750092807,False,,0,,,,,,,,[],,,,
1464028857133010957,1464028857133010957,2021-11-25 19:30:54 EST,2021-11-25,19:30:54,-0500,1464019831825440778,thehatedtruth1,Unapologetically blunt,,So governments globally need to convince the vaccinated they need booster shots every 2-6 months because 2 vaccines are not effective in providing protection whilst also convincing the unvaccinated they need to get the first 2 shots for protection ? #health #makeitmakesense,en,[],[],[],0,0,1,"['health', 'makeitmakesense']",[],https://twitter.com/thehatedtruth1/status/1464028857133010957,False,,0,,,,,,,,[],,,,
1464028811914354690,1464028811914354690,2021-11-25 19:30:43 EST,2021-11-25,19:30:43,-0500,1033397427213086720,enterobanger,IWWNIK,,Chart shows how fast COVID booster shot protection kicks in  https://t.co/BK6aCazlO4,en,[],['https://www.businessinsider.com/chart-shows-how-fast-covid-booster-shot-protection-kicks-in-2021-11'],[],0,0,0,[],[],https://twitter.com/enterobanger/status/1464028811914354690,False,,0,,,,,,,,[],,,,
1464028740485365766,1463894309133033480,2021-11-25 19:30:26 EST,2021-11-25,19:30:26,-0500,2262295107,u_go_grls,Dianna,,"@SheriAWilkinson Yes. Shots 1 &amp; 2 were a breeze. The booster knocked me flat. Woke up my immune system, I guess.",en,[],[],[],0,0,0,[],[],https://twitter.com/u_go_grls/status/1464028740485365766,False,,0,,,,,,,,"[{'screen_name': 'SheriAWilkinson', 'name': 'Sheri Wilkinson', 'id': '101051273'}]",,,,
1464028737171828736,1377498466310619136,2021-11-25 19:30:25 EST,2021-11-25,19:30:25,-0500,1322471402746847234,dameduodekokter,Debat Duo - Lab Leak,,@Harvard2H @dcampaudio Realised ;) Makes sense with the swarm. I’m indeed concerned about “booster” shots and the aftermath,en,[],[],[],1,0,1,[],[],https://twitter.com/dameduodekokter/status/1464028737171828736,False,,0,,,,,,,,"[{'screen_name': 'Harvard2H', 'name': 'Harvard2TheBigHouse', 'id': '1052240134438039553'}, {'screen_name': 'dcampaudio', 'name': 'Dcampaudio', 'id': '124246796'}]",,,,
1464028664685805578,1464028664685805578,2021-11-25 19:30:08 EST,2021-11-25,19:30:08,-0500,1270433392102764544,steviemctweets,steviedoingthings,,"COVID booster shot sick me is trying to manifest a kewpie malt, ramen, and cupcakes right now.",en,[],[],[],1,0,2,[],[],https://twitter.com/steviemctweets/status/1464028664685805578,False,,0,,,,,,,,[],,,,
1464028653810036741,1464028653810036741,2021-11-25 19:30:06 EST,2021-11-25,19:30:06,-0500,27634864,infojunkeee,Lisa Kane,,"Anybody have the stats on who's eligible for 3rd #Booster and what percentage have taken it? Just like the 1st shot, when the uptake was low, the #GenXers stepped up and took the AZ shot. Open up eligibility @fordnation  What are you waiting for? I'm 276 post 2nd shot. Let's go!",en,"[{'screen_name': 'fordnation', 'name': 'doug ford', 'id': '2809959174'}]",[],[],0,0,1,"['booster', 'genxers']",[],https://twitter.com/infojunkeee/status/1464028653810036741,False,https://twitter.com/andrewkujavsky/status/1463999325869068297,0,,,,,,,,[],,,,
1464028644603731968,1464028644603731968,2021-11-25 19:30:03 EST,2021-11-25,19:30:03,-0500,30859883,toidelhi,TOI Delhi,,Delhi HC seeks Centre's stand on booster shots  https://t.co/nPjg4alS1G,en,[],['http://toi.in/1BsKtY'],[],0,0,0,[],[],https://twitter.com/TOIDelhi/status/1464028644603731968,False,,0,,,,,,,,[],,,,
1464028575129116674,1464004852204417025,2021-11-25 19:29:47 EST,2021-11-25,19:29:47,-0500,3947025803,bridget_joy_,Bridget Joy,,"@bwoll1219 After the booster, meaning the third shot?",en,[],[],[],0,0,0,[],[],https://twitter.com/bridget_joy_/status/1464028575129116674,False,,0,,,,,,,,"[{'screen_name': 'bwoll1219', 'name': 'William Wallace', 'id': '819313038822174727'}]",,,,
1464028535039823875,1464028535039823875,2021-11-25 19:29:37 EST,2021-11-25,19:29:37,-0500,16489975,coboman,coboman,,"Damn it. It just occurred to me that in another universe, Marvel and Chris Evans did a Captain America promo for vaccinations and booster shots, and it was a hit.  Maybe the idea came up here, but I don't blame them for not doing it. F*ckin' worried about those bullet shots",en,[],[],[],0,0,0,[],[],https://twitter.com/coboman/status/1464028535039823875,False,,0,,,,,,,,[],,,,
1464028455901749252,1464028455901749252,2021-11-25 19:29:18 EST,2021-11-25,19:29:18,-0500,235650355,hongwangusa,Hong Wang,,Dr. Peter McCullough: Booster Shot So Much Worse Than First 2 Doses [VIDEO]   https://t.co/anR9G8OUKi  https://t.co/kYhYRyZEoq,en,[],"['https://www.redvoicemedia.com/2021/11/dr-peter-mccullough-booster-shot-so-much-worse-than-first-2-doses-video/', 'https://www.instagram.com/p/CWuA6_VrQGk/?utm_medium=twitter']",[],0,0,0,[],[],https://twitter.com/hongwangusa/status/1464028455901749252,False,,0,,,,,,,,[],,,,
1464028386905395209,1463754943706189825,2021-11-25 19:29:02 EST,2021-11-25,19:29:02,-0500,20930983,randsco,Scott Kimler 🇨🇦 🇺🇸,,"@bfgcpw @WestcoastBCLife @adriandix Coming from the island = $200 cost.   Better? A gov't that allows citizens to get a booster shot if they want one. At a local clinic. Obviating the unnecessary expense &amp; environmental cost of driving, ferry &amp; border crossing.   OTOH ... just #fireBonnie &amp; let's move on.",en,[],[],[],0,0,0,['firebonnie'],[],https://twitter.com/randsco/status/1464028386905395209,False,,0,,,,,,,,"[{'screen_name': 'bfgcpw', 'name': 'bfg', 'id': '51910030'}, {'screen_name': 'WestcoastBCLife', 'name': 'Juanita Jackson', 'id': '528016807'}, {'screen_name': 'adriandix', 'name': 'Adrian Dix', 'id': '22997830'}]",,,,
1464028345356726275,1463884795897864195,2021-11-25 19:28:52 EST,2021-11-25,19:28:52,-0500,49332034,nedagreen,Jane A. Hill,,@pokeitlikejello Hang in there! My booster shot did weird things to me but it soon passed.,en,[],[],[],1,0,1,[],[],https://twitter.com/NedaGreen/status/1464028345356726275,False,,0,,,,,,,,"[{'screen_name': 'pokeitlikejello', 'name': 'Jillian.', 'id': '26082629'}]",,,,
1464028144940498944,1464028144940498944,2021-11-25 19:28:04 EST,2021-11-25,19:28:04,-0500,728894570,iweller_health,iWeller.com,,Coronavirus crisis: Scott Morrison to send letters to families urging them to book booster shot - Ellen RansleyNCA NewsWirePremiumThis article is available to subscribers who have digital access included in their subscription. Min... -  https://t.co/CugIuVfoxX  https://t.co/d0sDLQ8ryp,en,[],['https://www.iweller.com/coronavirus/coronavirus-crisis-scott-morrison-to-send-letters-to-families-urging-them-to-book-booster-shot/'],['https://pbs.twimg.com/media/FFFF1rlakAABE44.jpg'],0,0,0,[],[],https://twitter.com/iWeller_health/status/1464028144940498944,False,,1,https://pbs.twimg.com/media/FFFF1rlakAABE44.jpg,,,,,,,[],,,,
1464028123293372417,1463957012857896970,2021-11-25 19:27:59 EST,2021-11-25,19:27:59,-0500,1461800775865155587,d0n_quix0te_007,Don Quixote,,@EROTHCJ5 Your sister can still get covid and can die from it even if she got both vaccines and 20 booster shots...,en,[],[],[],0,0,0,[],[],https://twitter.com/D0n_Quix0te_007/status/1464028123293372417,False,,0,,,,,,,,"[{'screen_name': 'EROTHCJ5', 'name': 'Eric 🇺🇸🌴🌴', 'id': '1097877636066496513'}]",,,,
1464028087159607298,1464009590186590213,2021-11-25 19:27:50 EST,2021-11-25,19:27:50,-0500,1105922274933248002,colonelfalafel,ColonelFalafel,,"@MacaesBruno Pffft.   Keep doubting, you wankers.   I'm taking my booster shot next week.   PS the Earth is flat, the moon landing was fake!",en,[],[],[],0,0,0,[],[],https://twitter.com/ColonelFalafel/status/1464028087159607298,False,,0,,,,,,,,"[{'screen_name': 'MacaesBruno', 'name': 'Bruno Maçães', 'id': '1480749782'}]",,,,
1464028076485095435,1464028076485095435,2021-11-25 19:27:48 EST,2021-11-25,19:27:48,-0500,726103488,epaultaylor,Paul Taylor,,"ICYMI — Serious “breakthrough” cases are rare, data shows. #COVID19 vaccine working “phenomenally well,” but booster shots critical, experts say. By ⁦@maywarren11⁩ ⁦@Megan_Ogilvie⁩ via ⁦@TorontoStar⁩ #vaccination #onhealth  https://t.co/VYnKJHu4na",en,"[{'screen_name': 'maywarren11', 'name': 'may warren', 'id': '870811519'}, {'screen_name': 'megan_ogilvie', 'name': 'megan ogilvie', 'id': '474557009'}, {'screen_name': 'torontostar', 'name': 'toronto star', 'id': '12848262'}]",['https://www.thestar.com/news/gta/2021/11/25/whos-getting-sick-report-sheds-new-light-on-breakthrough-cases-and-vaccine-protection-against-hospitalization.html'],[],0,0,0,"['covid19', 'vaccination', 'onhealth']",[],https://twitter.com/epaultaylor/status/1464028076485095435,False,,0,,,,,,,,[],,,,
1464027824663191555,1464027824663191555,2021-11-25 19:26:48 EST,2021-11-25,19:26:48,-0500,1396715274477477892,emonlusk2,Edgar Friendly 2 le retour contre attaque,,"Booster shot, mais ça suffit ces anglicismes à la con !",fr,[],[],[],0,0,2,[],[],https://twitter.com/EmonLusk2/status/1464027824663191555,False,,0,,,,,,,,[],,,,
1464027748268134401,1463879321270030337,2021-11-25 19:26:30 EST,2021-11-25,19:26:30,-0500,18738047,southey,Southey Blanton,,@notdred @pnuts_mama @pearkes @maddiesaywhat My booster I got at same time as flu shot. Little soreness and nothing else. Flu shot was sore for longer but no side effects whatsoever.,en,[],[],[],0,0,2,[],[],https://twitter.com/southey/status/1464027748268134401,False,,0,,,,,,,,"[{'screen_name': 'notdred', 'name': 'Dr Ed', 'id': '750073625915559936'}, {'screen_name': 'pnuts_mama', 'name': 'it’s the gravy boat!', 'id': '66885034'}, {'screen_name': 'pearkes', 'name': 'George Pearkes', 'id': '18300968'}, {'screen_name': 'maddiesaywhat', 'name': 'maddiecaid for all', 'id': '548854675'}]",,,,
